UF;Codigo da Infracao;Quantidade
BAHIA;7471;474
CEARA;7471;361
DISTRITO FEDERAL;7471;631
ESPIRITO SANTO;7471;252
GOIAS;7471;1634
MARANHAO;7471;167
MATO GROSSO;7471;724
MATO GROSSO DO SUL;7471;719
MINAS GERAIS;7471;1961
PARA;7471;543
PARAIBA;7471;296
PARANA;7471;1612
PERNAMBUCO;7471;497
PIAUI;7471;246
RIO DE JANEIRO;7471;368
RIO GRANDE DO NORTE;7471;162
RIO GRANDE DO SUL;7471;215
RONDONIA;7471;65
RORAIMA;7471;70
SANTA CATARINA;7471;889
SAO PAULO;7471;10131
SERGIPE;7471;34
TOCANTINS;7471;298
AMAZONAS;7552;3
AMAPA;7552;14
CEARA;7552;1
DISTRITO FEDERAL;7552;2
MINAS GERAIS;7552;28
PARA;7552;91
PARAIBA;7552;1
PARANA;7552;1
PERNAMBUCO;7552;3
RIO DE JANEIRO;7552;4
RIO GRANDE DO NORTE;7552;2
SANTA CATARINA;7552;8
SAO PAULO;7552;12
ALAGOAS;7560;2
AMAZONAS;7560;1
AMAPA;7560;1
BAHIA;7560;2
CEARA;7560;6
DISTRITO FEDERAL;7560;6
ESPIRITO SANTO;7560;5
GOIAS;7560;5
MARANHAO;7560;7
MATO GROSSO;7560;5
MINAS GERAIS;7560;18
PARA;7560;5
PARAIBA;7560;3
PARANA;7560;11
PERNAMBUCO;7560;6
RIO DE JANEIRO;7560;1
RIO GRANDE DO NORTE;7560;1
RIO GRANDE DO SUL;7560;3
RONDONIA;7560;4
RORAIMA;7560;2
SANTA CATARINA;7560;4
SAO PAULO;7560;11
SERGIPE;7560;3
TOCANTINS;7560;2
ACRE;7579;3
ALAGOAS;7579;39
AMAZONAS;7579;44
AMAPA;7579;67
BAHIA;7579;752
CEARA;7579;246
DISTRITO FEDERAL;7579;521
ESPIRITO SANTO;7579;118
GOIAS;7579;416
MARANHAO;7579;108
MATO GROSSO;7579;39
MATO GROSSO DO SUL;7579;81
MINAS GERAIS;7579;608
PARA;7579;29
PARAIBA;7579;79
PARANA;7579;174
PERNAMBUCO;7579;343
PIAUI;7579;20
RIO DE JANEIRO;7579;355
RIO GRANDE DO NORTE;7579;208
RIO GRANDE DO SUL;7579;80
RONDONIA;7579;25
RORAIMA;7579;12
SANTA CATARINA;7579;634
SAO PAULO;7579;5631
SERGIPE;7579;45
TOCANTINS;7579;9
ACRE;7587;61
ALAGOAS;7587;282
AMAZONAS;7587;63
AMAPA;7587;17
BAHIA;7587;1042
CEARA;7587;6240
DISTRITO FEDERAL;7587;3406
ESPIRITO SANTO;7587;185
GOIAS;7587;7287
MARANHAO;7587;344
MATO GROSSO;7587;197
MATO GROSSO DO SUL;7587;113
MINAS GERAIS;7587;12752
PARA;7587;289
PARAIBA;7587;143
PARANA;7587;5565
PERNAMBUCO;7587;1417
PIAUI;7587;1793
RIO DE JANEIRO;7587;2272
RIO GRANDE DO NORTE;7587;403
RIO GRANDE DO SUL;7587;296
RONDONIA;7587;52
RORAIMA;7587;16
SANTA CATARINA;7587;454
SAO PAULO;7587;74893
SERGIPE;7587;50
TOCANTINS;7587;167
MINAS GERAIS;7595;1
SAO PAULO;7595;2
MINAS GERAIS;7609;1
SAO PAULO;7609;1
BAHIA;7617;4
ESPIRITO SANTO;7617;2
MARANHAO;7617;2
MATO GROSSO;7617;1
MATO GROSSO DO SUL;7617;1
MINAS GERAIS;7617;6
PARA;7617;2
PARAIBA;7617;1
PARANA;7617;2
RIO DE JANEIRO;7617;4
SANTA CATARINA;7617;1
SAO PAULO;7617;88
ACRE;7625;237
ALAGOAS;7625;44
AMAZONAS;7625;318
AMAPA;7625;27
BAHIA;7625;324
CEARA;7625;458
DISTRITO FEDERAL;7625;191
ESPIRITO SANTO;7625;99
GOIAS;7625;544
MARANHAO;7625;1044
MATO GROSSO;7625;98
MATO GROSSO DO SUL;7625;122
MINAS GERAIS;7625;1337
PARA;7625;207
PARAIBA;7625;226
PARANA;7625;1545
PERNAMBUCO;7625;527
PIAUI;7625;61
RIO DE JANEIRO;7625;664
RIO GRANDE DO NORTE;7625;240
RIO GRANDE DO SUL;7625;116
RONDONIA;7625;63
RORAIMA;7625;43
SANTA CATARINA;7625;630
SAO PAULO;7625;3192
SERGIPE;7625;19
TOCANTINS;7625;80
ACRE;7633;687
ALAGOAS;7633;453
AMAZONAS;7633;239
AMAPA;7633;33
BAHIA;7633;1795
CEARA;7633;456
DISTRITO FEDERAL;7633;2229
ESPIRITO SANTO;7633;625
GOIAS;7633;2744
MARANHAO;7633;2113
MATO GROSSO;7633;547
MATO GROSSO DO SUL;7633;756
MINAS GERAIS;7633;9260
PARA;7633;587
PARAIBA;7633;554
PARANA;7633;6036
PERNAMBUCO;7633;6913
PIAUI;7633;307
RIO DE JANEIRO;7633;2030
RIO GRANDE DO NORTE;7633;557
RIO GRANDE DO SUL;7633;411
RONDONIA;7633;416
RORAIMA;7633;150
SANTA CATARINA;7633;3097
SAO PAULO;7633;42354
SERGIPE;7633;80
TOCANTINS;7633;137
