UF;Codigo da Infraçcao;Quantidade
ALAGOAS;6661;6
AMAZONAS;6661;2
BAHIA;6661;6
CEARA;6661;99
DISTRITO FEDERAL;6661;6
ESPIRITO SANTO;6661;8
GOIAS;6661;203
MARANHAO;6661;3
MATO GROSSO;6661;16
MATO GROSSO DO SUL;6661;13
MINAS GERAIS;6661;50
PARA;6661;6
PARAIBA;6661;6
PARANA;6661;19
PERNAMBUCO;6661;27
PIAUI;6661;6
RIO DE JANEIRO;6661;5
RIO GRANDE DO NORTE;6661;5
RIO GRANDE DO SUL;6661;30
RONDONIA;6661;3
RORAIMA;6661;1
SANTA CATARINA;6661;36
SAO PAULO;6661;78
SERGIPE;6661;2
TOCANTINS;6661;2
ACRE;6670;19
ALAGOAS;6670;55
AMAZONAS;6670;7
AMAPA;6670;2
BAHIA;6670;66
CEARA;6670;478
DISTRITO FEDERAL;6670;52
ESPIRITO SANTO;6670;25
GOIAS;6670;181
MARANHAO;6670;20
MATO GROSSO;6670;37
MATO GROSSO DO SUL;6670;27
MINAS GERAIS;6670;520
PARA;6670;19
PARAIBA;6670;52
PARANA;6670;127
PERNAMBUCO;6670;252
PIAUI;6670;13
RIO DE JANEIRO;6670;28
RIO GRANDE DO NORTE;6670;24
RIO GRANDE DO SUL;6670;183
RONDONIA;6670;17
RORAIMA;6670;5
SANTA CATARINA;6670;325
SAO PAULO;6670;305
SERGIPE;6670;30
TOCANTINS;6670;6
ALAGOAS;6688;3
AMAZONAS;6688;1
BAHIA;6688;18
CEARA;6688;17
DISTRITO FEDERAL;6688;3
ESPIRITO SANTO;6688;5
GOIAS;6688;67
MATO GROSSO;6688;3
MATO GROSSO DO SUL;6688;7
MINAS GERAIS;6688;46
PARA;6688;7
PARAIBA;6688;5
PARANA;6688;28
PERNAMBUCO;6688;9
PIAUI;6688;4
RIO DE JANEIRO;6688;4
RIO GRANDE DO NORTE;6688;6
RIO GRANDE DO SUL;6688;9
RONDONIA;6688;2
SANTA CATARINA;6688;18
SAO PAULO;6688;32
SERGIPE;6688;2
TOCANTINS;6688;3
CEARA;6696;2
GOIAS;6696;6
MATO GROSSO;6696;1
MINAS GERAIS;6696;8
PARA;6696;1
PARAIBA;6696;1
PARANA;6696;5
RIO GRANDE DO SUL;6696;18
RONDONIA;6696;1
SANTA CATARINA;6696;13
SAO PAULO;6696;8
TOCANTINS;6696;1
ACRE;6700;23
ALAGOAS;6700;35
AMAZONAS;6700;15
AMAPA;6700;11
BAHIA;6700;227
CEARA;6700;39
DISTRITO FEDERAL;6700;74
ESPIRITO SANTO;6700;45
GOIAS;6700;240
MARANHAO;6700;35
MATO GROSSO;6700;207
MATO GROSSO DO SUL;6700;25
MINAS GERAIS;6700;455
PARA;6700;66
PARAIBA;6700;26
PARANA;6700;171
PERNAMBUCO;6700;45
PIAUI;6700;20
RIO DE JANEIRO;6700;31
RIO GRANDE DO NORTE;6700;13
RIO GRANDE DO SUL;6700;276
RONDONIA;6700;56
RORAIMA;6700;11
SANTA CATARINA;6700;431
SAO PAULO;6700;820
SERGIPE;6700;74
TOCANTINS;6700;38
GOIAS;6718;1
ACRE;6726;217
ALAGOAS;6726;79
AMAZONAS;6726;215
AMAPA;6726;6
BAHIA;6726;259
CEARA;6726;591
DISTRITO FEDERAL;6726;113
ESPIRITO SANTO;6726;139
GOIAS;6726;1197
MARANHAO;6726;26
MATO GROSSO;6726;124
MATO GROSSO DO SUL;6726;143
MINAS GERAIS;6726;2152
PARA;6726;97
PARAIBA;6726;52
PARANA;6726;656
PERNAMBUCO;6726;460
PIAUI;6726;34
RIO DE JANEIRO;6726;290
RIO GRANDE DO NORTE;6726;55
RIO GRANDE DO SUL;6726;780
RONDONIA;6726;37
RORAIMA;6726;13
SANTA CATARINA;6726;975
SAO PAULO;6726;7495
SERGIPE;6726;36
TOCANTINS;6726;40
ACRE;6742;1
BAHIA;6742;2
CEARA;6742;8
DISTRITO FEDERAL;6742;9
ESPIRITO SANTO;6742;7
GOIAS;6742;1
MINAS GERAIS;6742;17
PARANA;6742;5
PERNAMBUCO;6742;1
RIO DE JANEIRO;6742;1
RIO GRANDE DO NORTE;6742;4
RIO GRANDE DO SUL;6742;2
TOCANTINS;6742;2
ACRE;6750;2
ALAGOAS;6750;2
AMAZONAS;6750;1
BAHIA;6750;70
CEARA;6750;8
DISTRITO FEDERAL;6750;22
ESPIRITO SANTO;6750;8
GOIAS;6750;206
MARANHAO;6750;2
MATO GROSSO;6750;53
MATO GROSSO DO SUL;6750;36
MINAS GERAIS;6750;92
PARA;6750;7
PARAIBA;6750;1
PARANA;6750;97
PERNAMBUCO;6750;11
PIAUI;6750;1
RIO DE JANEIRO;6750;9
RIO GRANDE DO NORTE;6750;5
RIO GRANDE DO SUL;6750;53
RONDONIA;6750;8
RORAIMA;6750;1
SANTA CATARINA;6750;93
SAO PAULO;6750;142
SERGIPE;6750;8
TOCANTINS;6750;13
ACRE;6769;101
ALAGOAS;6769;102
AMAZONAS;6769;26
AMAPA;6769;4
BAHIA;6769;439
CEARA;6769;881
DISTRITO FEDERAL;6769;1957
ESPIRITO SANTO;6769;67
GOIAS;6769;2709
MARANHAO;6769;28
MATO GROSSO;6769;378
MATO GROSSO DO SUL;6769;159
MINAS GERAIS;6769;1385
PARA;6769;58
PARAIBA;6769;32
PARANA;6769;1221
PERNAMBUCO;6769;416
PIAUI;6769;38
RIO DE JANEIRO;6769;62
RIO GRANDE DO NORTE;6769;21
RIO GRANDE DO SUL;6769;750
RONDONIA;6769;28
RORAIMA;6769;13
SANTA CATARINA;6769;674
SAO PAULO;6769;2639
SERGIPE;6769;23
TOCANTINS;6769;73
ESPIRITO SANTO;6777;1
GOIAS;6777;1
MARANHAO;6777;1
MINAS GERAIS;6777;10
PARA;6777;2
PARANA;6777;9
RIO GRANDE DO SUL;6777;4
SANTA CATARINA;6777;8
SAO PAULO;6777;8
SERGIPE;6777;1
ACRE;6785;3
AMAZONAS;6785;2
AMAPA;6785;1
BAHIA;6785;4
CEARA;6785;7
DISTRITO FEDERAL;6785;4
ESPIRITO SANTO;6785;2
GOIAS;6785;11
MARANHAO;6785;3
MATO GROSSO;6785;1
MINAS GERAIS;6785;12
PARA;6785;2
PARAIBA;6785;3
PARANA;6785;5
PERNAMBUCO;6785;6
PIAUI;6785;1
RIO GRANDE DO NORTE;6785;1
RIO GRANDE DO SUL;6785;6
SANTA CATARINA;6785;11
SAO PAULO;6785;36
SERGIPE;6785;1
BAHIA;6793;1
DISTRITO FEDERAL;6793;1
ESPIRITO SANTO;6793;1
GOIAS;6793;1
MATO GROSSO;6793;1
MINAS GERAIS;6793;1
PARA;6793;2
PARANA;6793;2
RIO GRANDE DO SUL;6793;2
SANTA CATARINA;6793;2
SAO PAULO;6793;7
BAHIA;6807;1
GOIAS;6807;2
PARANA;6807;1
PERNAMBUCO;6807;1
RIO GRANDE DO SUL;6807;3
SANTA CATARINA;6807;3
SAO PAULO;6807;6
SERGIPE;6807;1
ALAGOAS;6815;3
DISTRITO FEDERAL;6815;3
GOIAS;6815;6
PARA;6815;1
SAO PAULO;6815;6
ALAGOAS;6823;5
AMAZONAS;6823;2
BAHIA;6823;93
CEARA;6823;20
DISTRITO FEDERAL;6823;13
ESPIRITO SANTO;6823;20
GOIAS;6823;148
MARANHAO;6823;18
MATO GROSSO;6823;118
MATO GROSSO DO SUL;6823;34
MINAS GERAIS;6823;85
PARA;6823;20
PARAIBA;6823;10
PARANA;6823;164
PERNAMBUCO;6823;19
PIAUI;6823;7
RIO DE JANEIRO;6823;4
RIO GRANDE DO NORTE;6823;5
RIO GRANDE DO SUL;6823;72
RONDONIA;6823;16
SANTA CATARINA;6823;110
SAO PAULO;6823;173
SERGIPE;6823;5
TOCANTINS;6823;23
ACRE;6831;51
ALAGOAS;6831;12
AMAZONAS;6831;32
BAHIA;6831;208
CEARA;6831;318
DISTRITO FEDERAL;6831;33
ESPIRITO SANTO;6831;235
GOIAS;6831;194
MARANHAO;6831;115
MATO GROSSO;6831;124
MATO GROSSO DO SUL;6831;129
MINAS GERAIS;6831;2082
PARA;6831;156
PARAIBA;6831;51
PARANA;6831;1372
PERNAMBUCO;6831;125
PIAUI;6831;141
RIO DE JANEIRO;6831;72
RIO GRANDE DO NORTE;6831;43
RIO GRANDE DO SUL;6831;394
RONDONIA;6831;222
RORAIMA;6831;7
SANTA CATARINA;6831;680
SAO PAULO;6831;1016
SERGIPE;6831;37
TOCANTINS;6831;48
ACRE;6840;2
ALAGOAS;6840;3
BAHIA;6840;19
CEARA;6840;11
ESPIRITO SANTO;6840;1
GOIAS;6840;44
MARANHAO;6840;5
MATO GROSSO;6840;31
MATO GROSSO DO SUL;6840;17
MINAS GERAIS;6840;31
PARA;6840;7
PARAIBA;6840;2
PARANA;6840;47
PERNAMBUCO;6840;2
PIAUI;6840;1
RIO DE JANEIRO;6840;2
RIO GRANDE DO NORTE;6840;4
RIO GRANDE DO SUL;6840;27
RONDONIA;6840;2
RORAIMA;6840;2
SANTA CATARINA;6840;62
SAO PAULO;6840;68
SERGIPE;6840;1
TOCANTINS;6840;5
ACRE;6858;45
ALAGOAS;6858;53
AMAZONAS;6858;164
AMAPA;6858;4
BAHIA;6858;158
CEARA;6858;519
DISTRITO FEDERAL;6858;121
ESPIRITO SANTO;6858;19
GOIAS;6858;159
MARANHAO;6858;62
MATO GROSSO;6858;7
MATO GROSSO DO SUL;6858;26
MINAS GERAIS;6858;330
PARA;6858;153
PARAIBA;6858;118
PARANA;6858;103
PERNAMBUCO;6858;228
PIAUI;6858;110
RIO DE JANEIRO;6858;88
RIO GRANDE DO NORTE;6858;36
RIO GRANDE DO SUL;6858;94
RONDONIA;6858;65
RORAIMA;6858;21
SANTA CATARINA;6858;89
SAO PAULO;6858;448
SERGIPE;6858;34
TOCANTINS;6858;26
ACRE;6866;13
ALAGOAS;6866;36
AMAZONAS;6866;5
AMAPA;6866;27
BAHIA;6866;161
CEARA;6866;30
DISTRITO FEDERAL;6866;88
ESPIRITO SANTO;6866;8
GOIAS;6866;19
MARANHAO;6866;31
MATO GROSSO;6866;3
MATO GROSSO DO SUL;6866;4
MINAS GERAIS;6866;230
PARA;6866;184
PARAIBA;6866;20
PARANA;6866;47
PERNAMBUCO;6866;34
PIAUI;6866;4
RIO DE JANEIRO;6866;24
RIO GRANDE DO NORTE;6866;10
RIO GRANDE DO SUL;6866;21
RORAIMA;6866;1
SANTA CATARINA;6866;65
SAO PAULO;6866;156
SERGIPE;6866;5
TOCANTINS;6866;7
GOIAS;6874;1
ACRE;6882;1
BAHIA;6882;1
DISTRITO FEDERAL;6882;1
ESPIRITO SANTO;6882;5
GOIAS;6882;1
MARANHAO;6882;2
MATO GROSSO;6882;1
MATO GROSSO DO SUL;6882;2
MINAS GERAIS;6882;26
PARANA;6882;1
PERNAMBUCO;6882;1
RIO GRANDE DO SUL;6882;1
RONDONIA;6882;4
SANTA CATARINA;6882;1
SAO PAULO;6882;2
SERGIPE;6882;1
ACRE;6890;2
CEARA;6890;2
ESPIRITO SANTO;6890;3
GOIAS;6890;2
MARANHAO;6890;1
MINAS GERAIS;6890;8
PARANA;6890;3
PERNAMBUCO;6890;2
PIAUI;6890;1
RIO DE JANEIRO;6890;1
RIO GRANDE DO NORTE;6890;1
RIO GRANDE DO SUL;6890;1
RONDONIA;6890;5
SANTA CATARINA;6890;4
SAO PAULO;6890;3
SERGIPE;6890;1
ACRE;6904;3
AMAZONAS;6904;2
BAHIA;6904;6
CEARA;6904;4
ESPIRITO SANTO;6904;10
GOIAS;6904;3
MARANHAO;6904;2
MATO GROSSO;6904;2
MATO GROSSO DO SUL;6904;3
MINAS GERAIS;6904;20
PARA;6904;6
PARAIBA;6904;1
PARANA;6904;8
PERNAMBUCO;6904;2
PIAUI;6904;1
RIO DE JANEIRO;6904;1
RONDONIA;6904;14
SANTA CATARINA;6904;4
SAO PAULO;6904;11
ACRE;6912;76
ALAGOAS;6912;63
AMAZONAS;6912;85
AMAPA;6912;22
BAHIA;6912;427
CEARA;6912;379
DISTRITO FEDERAL;6912;245
ESPIRITO SANTO;6912;158
GOIAS;6912;1185
MARANHAO;6912;209
MATO GROSSO;6912;175
MATO GROSSO DO SUL;6912;150
MINAS GERAIS;6912;1299
PARA;6912;137
PARAIBA;6912;110
PARANA;6912;295
PERNAMBUCO;6912;750
PIAUI;6912;27
RIO DE JANEIRO;6912;503
RIO GRANDE DO NORTE;6912;96
RIO GRANDE DO SUL;6912;354
RONDONIA;6912;69
RORAIMA;6912;9
SANTA CATARINA;6912;543
SAO PAULO;6912;3348
SERGIPE;6912;50
TOCANTINS;6912;80
ACRE;6920;3
ALAGOAS;6920;979
AMAZONAS;6920;10
AMAPA;6920;2
BAHIA;6920;2590
CEARA;6920;4733
DISTRITO FEDERAL;6920;2651
ESPIRITO SANTO;6920;42
GOIAS;6920;7846
MARANHAO;6920;1437
MATO GROSSO;6920;52
MATO GROSSO DO SUL;6920;3422
MINAS GERAIS;6920;19336
PARA;6920;5
PARAIBA;6920;18
PARANA;6920;18991
PERNAMBUCO;6920;3959
PIAUI;6920;19
RIO DE JANEIRO;6920;6293
RIO GRANDE DO NORTE;6920;25
RIO GRANDE DO SUL;6920;4415
RONDONIA;6920;20
RORAIMA;6920;2
SANTA CATARINA;6920;4471
SAO PAULO;6920;42491
SERGIPE;6920;976
TOCANTINS;6920;15
ALAGOAS;6939;1
AMAZONAS;6939;1
BAHIA;6939;2
GOIAS;6939;1
MATO GROSSO DO SUL;6939;10
MINAS GERAIS;6939;7
PARANA;6939;3
RIO GRANDE DO NORTE;6939;1
RIO GRANDE DO SUL;6939;2
SANTA CATARINA;6939;1
SAO PAULO;6939;10
ALAGOAS;6947;1
BAHIA;6947;8
CEARA;6947;24
DISTRITO FEDERAL;6947;3
ESPIRITO SANTO;6947;5
GOIAS;6947;52
MATO GROSSO;6947;4
MATO GROSSO DO SUL;6947;5
MINAS GERAIS;6947;69
PARA;6947;9
PARAIBA;6947;8
PARANA;6947;64
PERNAMBUCO;6947;22
PIAUI;6947;1
RIO DE JANEIRO;6947;17
RIO GRANDE DO NORTE;6947;10
RIO GRANDE DO SUL;6947;25
RONDONIA;6947;4
RORAIMA;6947;3
SANTA CATARINA;6947;49
SAO PAULO;6947;201
ACRE;6955;1
ALAGOAS;6955;1
AMAZONAS;6955;1
BAHIA;6955;1
CEARA;6955;5
GOIAS;6955;7
MATO GROSSO;6955;1
MINAS GERAIS;6955;2
PARAIBA;6955;1
PARANA;6955;4
PERNAMBUCO;6955;2
RIO DE JANEIRO;6955;2
RIO GRANDE DO NORTE;6955;2
RIO GRANDE DO SUL;6955;2
SANTA CATARINA;6955;3
SAO PAULO;6955;11
BAHIA;6963;5
CEARA;6963;5
DISTRITO FEDERAL;6963;1
ESPIRITO SANTO;6963;5
GOIAS;6963;25
MARANHAO;6963;1
MATO GROSSO;6963;9
MATO GROSSO DO SUL;6963;6
MINAS GERAIS;6963;9
PARA;6963;2
PARANA;6963;9
PIAUI;6963;1
RIO DE JANEIRO;6963;1
RIO GRANDE DO NORTE;6963;2
RIO GRANDE DO SUL;6963;12
RONDONIA;6963;2
RORAIMA;6963;1
SANTA CATARINA;6963;8
SAO PAULO;6963;38
TOCANTINS;6963;5
ACRE;6971;3
ALAGOAS;6971;3
AMAZONAS;6971;1
AMAPA;6971;2
BAHIA;6971;27
CEARA;6971;13
DISTRITO FEDERAL;6971;9
ESPIRITO SANTO;6971;7
GOIAS;6971;30
MARANHAO;6971;8
MATO GROSSO;6971;17
MATO GROSSO DO SUL;6971;1
MINAS GERAIS;6971;18
PARA;6971;14
PARAIBA;6971;4
PARANA;6971;12
PERNAMBUCO;6971;29
PIAUI;6971;3
RIO DE JANEIRO;6971;8
RIO GRANDE DO NORTE;6971;1
RIO GRANDE DO SUL;6971;29
RONDONIA;6971;3
RORAIMA;6971;1
SANTA CATARINA;6971;8
SAO PAULO;6971;22
SERGIPE;6971;2
TOCANTINS;6971;4
ACRE;6980;2
ALAGOAS;6980;4
AMAZONAS;6980;1
AMAPA;6980;2
BAHIA;6980;41
CEARA;6980;13
DISTRITO FEDERAL;6980;17
ESPIRITO SANTO;6980;6
GOIAS;6980;37
MARANHAO;6980;7
MATO GROSSO;6980;41
MATO GROSSO DO SUL;6980;11
MINAS GERAIS;6980;73
PARA;6980;21
PARAIBA;6980;2
PARANA;6980;78
PERNAMBUCO;6980;17
PIAUI;6980;3
RIO DE JANEIRO;6980;10
RIO GRANDE DO NORTE;6980;16
RIO GRANDE DO SUL;6980;66
RONDONIA;6980;6
RORAIMA;6980;2
SANTA CATARINA;6980;49
SAO PAULO;6980;163
SERGIPE;6980;4
TOCANTINS;6980;4
MATO GROSSO;7005;1
MINAS GERAIS;7005;2
RIO GRANDE DO SUL;7005;1
SAO PAULO;7013;1
ACRE;7030;59
ALAGOAS;7030;195
AMAZONAS;7030;947
AMAPA;7030;6
BAHIA;7030;617
CEARA;7030;3629
DISTRITO FEDERAL;7030;29
ESPIRITO SANTO;7030;107
GOIAS;7030;208
MARANHAO;7030;888
MATO GROSSO;7030;97
MATO GROSSO DO SUL;7030;28
MINAS GERAIS;7030;311
PARA;7030;4435
PARAIBA;7030;1610
PARANA;7030;119
PERNAMBUCO;7030;782
PIAUI;7030;770
RIO DE JANEIRO;7030;1509
RIO GRANDE DO NORTE;7030;261
RIO GRANDE DO SUL;7030;137
RONDONIA;7030;22
RORAIMA;7030;14
SANTA CATARINA;7030;74
SAO PAULO;7030;2824
SERGIPE;7030;207
TOCANTINS;7030;37
ACRE;7048;34
ALAGOAS;7048;117
AMAZONAS;7048;720
AMAPA;7048;10
BAHIA;7048;482
CEARA;7048;2447
DISTRITO FEDERAL;7048;9
ESPIRITO SANTO;7048;67
GOIAS;7048;212
MARANHAO;7048;686
MATO GROSSO;7048;55
MATO GROSSO DO SUL;7048;23
MINAS GERAIS;7048;201
PARA;7048;2727
PARAIBA;7048;1194
PARANA;7048;92
PERNAMBUCO;7048;644
PIAUI;7048;1026
RIO DE JANEIRO;7048;628
RIO GRANDE DO NORTE;7048;78
RIO GRANDE DO SUL;7048;29
RONDONIA;7048;56
RORAIMA;7048;40
SANTA CATARINA;7048;41
SAO PAULO;7048;906
SERGIPE;7048;144
TOCANTINS;7048;29
ACRE;7056;7
AMAZONAS;7056;3
AMAPA;7056;1
BAHIA;7056;10
CEARA;7056;16
DISTRITO FEDERAL;7056;9
ESPIRITO SANTO;7056;26
GOIAS;7056;103
MARANHAO;7056;6
MATO GROSSO;7056;9
MATO GROSSO DO SUL;7056;6
MINAS GERAIS;7056;189
PARA;7056;4
PARAIBA;7056;13
PARANA;7056;188
PERNAMBUCO;7056;23
PIAUI;7056;3
RIO DE JANEIRO;7056;7
RIO GRANDE DO NORTE;7056;6
RIO GRANDE DO SUL;7056;54
RONDONIA;7056;14
RORAIMA;7056;5
SANTA CATARINA;7056;86
SAO PAULO;7056;904
SERGIPE;7056;31
TOCANTINS;7056;8
ACRE;7064;7
ALAGOAS;7064;5
AMAZONAS;7064;34
BAHIA;7064;24
CEARA;7064;47
DISTRITO FEDERAL;7064;8
ESPIRITO SANTO;7064;5
GOIAS;7064;32
MARANHAO;7064;9
MATO GROSSO;7064;33
MATO GROSSO DO SUL;7064;3
MINAS GERAIS;7064;88
PARA;7064;38
PARAIBA;7064;17
PARANA;7064;41
PERNAMBUCO;7064;48
PIAUI;7064;4
RIO DE JANEIRO;7064;2
RIO GRANDE DO NORTE;7064;12
RIO GRANDE DO SUL;7064;53
RONDONIA;7064;1
RORAIMA;7064;5
SANTA CATARINA;7064;14
SAO PAULO;7064;596
SERGIPE;7064;50
TOCANTINS;7064;4
ACRE;7072;20
ALAGOAS;7072;2
AMAZONAS;7072;29
BAHIA;7072;24
CEARA;7072;54
DISTRITO FEDERAL;7072;2
ESPIRITO SANTO;7072;8
GOIAS;7072;23
MARANHAO;7072;40
MATO GROSSO;7072;25
MATO GROSSO DO SUL;7072;8
MINAS GERAIS;7072;29
PARA;7072;118
PARAIBA;7072;42
PARANA;7072;20
PERNAMBUCO;7072;31
PIAUI;7072;63
RIO DE JANEIRO;7072;16
RIO GRANDE DO NORTE;7072;7
RIO GRANDE DO SUL;7072;3
RONDONIA;7072;27
RORAIMA;7072;4
SANTA CATARINA;7072;2
SAO PAULO;7072;58
SERGIPE;7072;12
TOCANTINS;7072;17
ACRE;7080;1
MINAS GERAIS;7080;3
PARA;7080;1
PARANA;7080;3
PERNAMBUCO;7080;1
RIO DE JANEIRO;7080;1
RIO GRANDE DO SUL;7080;1
RONDONIA;7080;1
SAO PAULO;7080;1
TOCANTINS;7080;1
ACRE;7099;2
ALAGOAS;7099;1
AMAZONAS;7099;1
BAHIA;7099;3
CEARA;7099;7
DISTRITO FEDERAL;7099;11
ESPIRITO SANTO;7099;2
GOIAS;7099;25
MATO GROSSO;7099;5
MATO GROSSO DO SUL;7099;1
MINAS GERAIS;7099;36
PARANA;7099;19
PERNAMBUCO;7099;11
PIAUI;7099;4
RIO DE JANEIRO;7099;4
RIO GRANDE DO NORTE;7099;1
RIO GRANDE DO SUL;7099;12
RONDONIA;7099;3
SANTA CATARINA;7099;17
SAO PAULO;7099;191
SERGIPE;7099;7
TOCANTINS;7099;1
ACRE;7102;1
AMAZONAS;7102;1
BAHIA;7102;5
CEARA;7102;3
DISTRITO FEDERAL;7102;8
ESPIRITO SANTO;7102;3
GOIAS;7102;24
MATO GROSSO;7102;1
MATO GROSSO DO SUL;7102;2
MINAS GERAIS;7102;25
PARA;7102;1
PARAIBA;7102;3
PARANA;7102;2
PERNAMBUCO;7102;19
PIAUI;7102;1
RIO DE JANEIRO;7102;2
RIO GRANDE DO SUL;7102;4
RONDONIA;7102;1
SANTA CATARINA;7102;3
SAO PAULO;7102;12
SERGIPE;7102;1
AMAPA;7110;1
CEARA;7110;1
GOIAS;7110;3
MATO GROSSO;7110;1
PARA;7110;1
PARAIBA;7110;1
PIAUI;7110;1
SERGIPE;7110;1
ALAGOAS;7137;1
AMAPA;7137;1
BAHIA;7137;1
CEARA;7137;1
PARAIBA;7137;1
PERNAMBUCO;7137;1
PIAUI;7137;1
BAHIA;7145;1
PERNAMBUCO;7145;1
SAO PAULO;7145;1
BAHIA;7153;18
GOIAS;7153;2
MATO GROSSO;7153;1
MINAS GERAIS;7153;5
PARA;7153;1
PARANA;7153;2
RIO DE JANEIRO;7153;3
SANTA CATARINA;7153;1
SAO PAULO;7153;17
TOCANTINS;7153;1
MINAS GERAIS;7161;2
RIO DE JANEIRO;7161;1
RIO GRANDE DO SUL;7161;1
SAO PAULO;7161;5
BAHIA;7170;1
MATO GROSSO;7170;1
RIO DE JANEIRO;7170;1
SANTA CATARINA;7170;1
RIO DE JANEIRO;7188;1
SANTA CATARINA;7188;2
SAO PAULO;7188;1
ESPIRITO SANTO;7196;1
GOIAS;7196;2
MINAS GERAIS;7196;1
PARANA;7196;1
RIO DE JANEIRO;7196;3
RIO GRANDE DO SUL;7196;1
SANTA CATARINA;7196;3
SAO PAULO;7196;5
MARANHAO;7200;1
PARANA;7200;1
ACRE;7218;2
ALAGOAS;7218;12
AMAZONAS;7218;7
BAHIA;7218;88
CEARA;7218;185
DISTRITO FEDERAL;7218;40
ESPIRITO SANTO;7218;2
GOIAS;7218;328
MARANHAO;7218;4
MATO GROSSO;7218;31
MATO GROSSO DO SUL;7218;16
MINAS GERAIS;7218;76
PARA;7218;12
PARAIBA;7218;19
PARANA;7218;16
PERNAMBUCO;7218;58
PIAUI;7218;7
RIO DE JANEIRO;7218;7
RIO GRANDE DO NORTE;7218;8
RIO GRANDE DO SUL;7218;1
RONDONIA;7218;5
SANTA CATARINA;7218;5
SAO PAULO;7218;46
SERGIPE;7218;2
TOCANTINS;7218;7
BAHIA;7226;1
MINAS GERAIS;7226;1
PERNAMBUCO;7226;1
RIO GRANDE DO SUL;7226;1
SAO PAULO;7226;2
ACRE;7234;8
ALAGOAS;7234;10
AMAZONAS;7234;269
AMAPA;7234;1
BAHIA;7234;206
CEARA;7234;207
DISTRITO FEDERAL;7234;386
ESPIRITO SANTO;7234;41
GOIAS;7234;98
MARANHAO;7234;5
MATO GROSSO;7234;76
MATO GROSSO DO SUL;7234;14
MINAS GERAIS;7234;329
PARA;7234;19
PARAIBA;7234;26
PARANA;7234;409
PERNAMBUCO;7234;469
PIAUI;7234;5
RIO DE JANEIRO;7234;37
RIO GRANDE DO NORTE;7234;69
RIO GRANDE DO SUL;7234;126
RONDONIA;7234;5
RORAIMA;7234;8
SANTA CATARINA;7234;152
SAO PAULO;7234;2403
SERGIPE;7234;65
TOCANTINS;7234;13
ACRE;7242;42
ALAGOAS;7242;185
AMAZONAS;7242;18
AMAPA;7242;7
BAHIA;7242;1898
CEARA;7242;597
DISTRITO FEDERAL;7242;3099
ESPIRITO SANTO;7242;148
GOIAS;7242;11329
MARANHAO;7242;132
MATO GROSSO;7242;1706
MATO GROSSO DO SUL;7242;599
MINAS GERAIS;7242;4450
PARA;7242;314
PARAIBA;7242;166
PARANA;7242;4498
PERNAMBUCO;7242;1500
PIAUI;7242;101
RIO DE JANEIRO;7242;309
RIO GRANDE DO NORTE;7242;105
RIO GRANDE DO SUL;7242;1602
RONDONIA;7242;104
RORAIMA;7242;10
SANTA CATARINA;7242;3093
SAO PAULO;7242;6702
SERGIPE;7242;57
TOCANTINS;7242;589
DISTRITO FEDERAL;7250;3
GOIAS;7250;1
MATO GROSSO;7250;1
MINAS GERAIS;7250;2
SAO PAULO;7250;1
ALAGOAS;7269;2
BAHIA;7269;2
CEARA;7269;4
PARANA;7269;1
RIO GRANDE DO SUL;7269;2
SAO PAULO;7269;5
SERGIPE;7269;7
AMAZONAS;7277;1
BAHIA;7277;2
DISTRITO FEDERAL;7277;5
GOIAS;7277;4
MATO GROSSO;7277;2
MATO GROSSO DO SUL;7277;8
MINAS GERAIS;7277;12
PARANA;7277;109
RIO DE JANEIRO;7277;1
RIO GRANDE DO SUL;7277;117
RONDONIA;7277;2
SANTA CATARINA;7277;48
SAO PAULO;7277;53
ALAGOAS;7285;3
AMAZONAS;7285;20
BAHIA;7285;10
CEARA;7285;476
DISTRITO FEDERAL;7285;98
ESPIRITO SANTO;7285;3
GOIAS;7285;30
MARANHAO;7285;3
MATO GROSSO;7285;3
MATO GROSSO DO SUL;7285;1
MINAS GERAIS;7285;44
PARA;7285;6
PARAIBA;7285;7
PARANA;7285;424
PERNAMBUCO;7285;250
PIAUI;7285;7
RIO DE JANEIRO;7285;3
RIO GRANDE DO SUL;7285;226
RORAIMA;7285;1
SANTA CATARINA;7285;25
SAO PAULO;7285;62
SERGIPE;7285;2
TOCANTINS;7285;4
AMAZONAS;7293;2
BAHIA;7293;3
CEARA;7293;13
DISTRITO FEDERAL;7293;3
ESPIRITO SANTO;7293;4
GOIAS;7293;43
MARANHAO;7293;16
MATO GROSSO DO SUL;7293;5
MINAS GERAIS;7293;60
PARA;7293;27
PARAIBA;7293;3
PARANA;7293;5
PERNAMBUCO;7293;9
PIAUI;7293;337
RIO DE JANEIRO;7293;10
RIO GRANDE DO NORTE;7293;2
RIO GRANDE DO SUL;7293;27
RORAIMA;7293;2
SANTA CATARINA;7293;11
SAO PAULO;7293;131
SERGIPE;7293;111
TOCANTINS;7293;1
ALAGOAS;7307;1
GOIAS;7307;2
MATO GROSSO DO SUL;7307;1
MINAS GERAIS;7307;2
PARANA;7307;1
PERNAMBUCO;7307;2
RIO GRANDE DO SUL;7307;8
RONDONIA;7307;1
SANTA CATARINA;7307;4
SAO PAULO;7307;15
AMAZONAS;7315;5
BAHIA;7315;7
CEARA;7315;3
DISTRITO FEDERAL;7315;83
ESPIRITO SANTO;7315;1
GOIAS;7315;182
MARANHAO;7315;4
